ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
36000732,中古マンション等,,36201,徳島県,徳島市,川内町,吉成,1H?1H30,３ＬＤＫ,70,,,,平成4年,ＲＣ,,住宅,,,,市街化調整区域,70.0,200.0,2019年第１四半期,改装済,,7.041392685158225
36017660,中古マンション等,,36201,徳島県,徳島市,南末広町,徳島,30分?60分,３ＬＤＫ,70,,,,平成8年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第４四半期,改装済,,7.079181246047625
36002389,中古マンション等,,36201,徳島県,徳島市,八万町,二軒屋,16,３ＬＤＫ,75,,,,平成21年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2015年第２四半期,未改装,,7.2552725051033065
36002867,中古マンション等,,36201,徳島県,徳島市,南田宮,佐古,12,４ＬＤＫ,85,,,,平成20年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2018年第１四半期,未改装,,7.431363764158987
36001885,中古マンション等,,36201,徳島県,徳島市,住吉,徳島,20,３ＬＤＫ,95,,,,,ＲＣ,住宅,住宅,,,,,,,2016年第２四半期,,,7.447158031342219
36021627,中古マンション等,,36201,徳島県,徳島市,山城西,二軒屋,25,３ＬＤＫ,75,,,,昭和64年,ＲＣ,住宅,,,,,第２種住居地域,60.0,300.0,2007年第３四半期,未改装,,6.991226075692495
36013964,中古マンション等,,36201,徳島県,徳島市,南末広町,阿波富田,30分?60分,４ＬＤＫ,95,,,,平成17年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2011年第４四半期,未改装,,7.301029995663981
36013681,中古マンション等,,36201,徳島県,徳島市,住吉,,,４ＬＤＫ,75,,,,,ＲＣ,住宅,,,,,,,,2011年第１四半期,,,6.9084850188786495
36017292,中古マンション等,,36201,徳島県,徳島市,川内町,徳島,1H?1H30,３ＬＤＫ,70,,,,平成5年,ＲＣ,住宅,,,,,市街化調整区域,70.0,200.0,2013年第１四半期,未改装,,6.845098040014257
36017088,中古マンション等,,36201,徳島県,徳島市,伊月町,徳島,14,３ＬＤＫ,95,,,,,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第３四半期,未改装,,7.431363764158987
36001807,中古マンション等,,36201,徳島県,徳島市,末広,徳島,30分?60分,４ＬＤＫ,80,,,,平成12年,ＲＣ,住宅,住宅,,,,,,,2015年第４四半期,改装済,,7.146128035678238
36013161,中古マンション等,,36201,徳島県,徳島市,伊月町,阿波富田,8,２ＬＤＫ,65,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第１四半期,未改装,,7.079181246047625
36015892,中古マンション等,,36201,徳島県,徳島市,万代町,阿波富田,16,３ＬＤＫ,70,,,,平成12年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第２四半期,未改装,,7.146128035678238
36010596,中古マンション等,,36201,徳島県,徳島市,中前川町,佐古,11,２ＬＤＫ,80,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2014年第３四半期,未改装,,7.079181246047625
36017532,中古マンション等,,36201,徳島県,徳島市,中洲町,徳島,19,３ＬＤＫ,65,,,,平成16年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第１四半期,未改装,,7.204119982655925
36015689,中古マンション等,,36201,徳島県,徳島市,佐古三番町,佐古,4,２ＤＫ,50,,,,平成3年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第１四半期,未改装,,6.724275869600789
36013530,中古マンション等,,36201,徳島県,徳島市,佐古一番町,佐古,3,３ＬＤＫ,65,,,,昭和63年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2011年第３四半期,改装済,,6.698970004336019
36002863,中古マンション等,,36201,徳島県,徳島市,南田宮,佐古,12,３ＬＤＫ,85,,,,平成20年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2019年第３四半期,改装済,,7.447158031342219
36017472,中古マンション等,,36201,徳島県,徳島市,新内町,徳島,9,１ＤＫ,25,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第１四半期,未改装,,6.3979400086720375
36015687,中古マンション等,,36201,徳島県,徳島市,佐古三番町,佐古,2,１Ｋ,20,,,,平成5年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第４四半期,未改装,,6.079181246047625
36013233,中古マンション等,,36201,徳島県,徳島市,籠屋町,徳島,10,４ＬＤＫ,85,,,,平成21年,ＳＲＣ,住宅,,,,,,,,2011年第４四半期,未改装,,7.414973347970818
36002006,中古マンション等,,36201,徳島県,徳島市,徳島町,徳島,12,３ＬＤＫ,85,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第４四半期,未改装,,7.342422680822207
36019290,中古マンション等,,36201,徳島県,徳島市,寺島本町東,徳島,3,４ＬＤＫ,100,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2009年第３四半期,未改装,,7.3222192947339195
36002151,中古マンション等,,36201,徳島県,徳島市,中吉野町,徳島,28,２ＬＤＫ,70,,,,平成25年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2018年第４四半期,未改装,,7.380211241711606
36010644,中古マンション等,,36201,徳島県,徳島市,八万町,文化の森,21,４ＬＤＫ,85,,,,平成7年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第２四半期,未改装,,7.079181246047625
36000870,中古マンション等,,36201,徳島県,徳島市,北佐古一番町,佐古,7,３ＬＤＫ,70,,,,,,住宅,住宅,,,,準工業地域,60.0,200.0,2018年第４四半期,未改装,,7.3222192947339195
36012162,中古マンション等,,36201,徳島県,徳島市,南末広町,阿波富田,30分?60分,４ＬＤＫ,85,,,,平成2年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第４四半期,改装済,,6.929418925714293
36010474,中古マンション等,,36201,徳島県,徳島市,佐古八番町,蔵本,6,４ＬＤＫ,95,,,,平成16年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第３四半期,未改装,,7.278753600952829
36002166,中古マンション等,,36201,徳島県,徳島市,中吉野町,徳島,20,３ＬＤＫ,65,,,,平成13年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2015年第１四半期,未改装,,7.113943352306837
36002614,中古マンション等,,36201,徳島県,徳島市,福島,徳島,24,３ＬＤＫ,70,,,,平成22年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第４四半期,未改装,,7.2552725051033065
36002874,中古マンション等,,36201,徳島県,徳島市,南出来島町,徳島,11,２ＬＤＫ,70,,,,平成3年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第１四半期,改装済,,7.230448921378274
36000360,中古マンション等,,36201,徳島県,徳島市,籠屋町,徳島,14,２ＬＤＫ,60,,,,平成17年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第２四半期,未改装,,7.204119982655925
36002083,中古マンション等,,36201,徳島県,徳島市,中常三島町,徳島,25,４ＬＤＫ,85,,,,平成27年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2019年第４四半期,未改装,,7.431363764158987
36011979,中古マンション等,,36201,徳島県,徳島市,西新浜町,文化の森,28,３ＬＤＫ,60,,,,平成8年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第１四半期,未改装,調停・競売等,6.748188027006201
36015737,中古マンション等,,36201,徳島県,徳島市,昭和町,徳島,26,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第２四半期,未改装,,6.3979400086720375
36021626,中古マンション等,,36201,徳島県,徳島市,山城西,二軒屋,25,３ＬＤＫ,70,,,,昭和64年,ＲＣ,住宅,,,,,第２種住居地域,60.0,300.0,2007年第４四半期,改装済,,6.977723605288848
36002192,中古マンション等,,36201,徳島県,徳島市,西新浜町,文化の森,28,３ＬＤＫ,60,,,,平成8年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2019年第１四半期,未改装,,6.913813852383717
36013888,中古マンション等,,36201,徳島県,徳島市,東船場町,徳島,8,１ＬＤＫ,55,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第３四半期,未改装,,6.903089986991944
36000727,中古マンション等,,36201,徳島県,徳島市,川内町,吉成,1H?1H30,３ＤＫ,55,,,,平成4年,ＲＣ,,住宅,,,,市街化調整区域,70.0,200.0,2019年第４四半期,改装済,,6.740362689494244
36017226,中古マンション等,,36201,徳島県,徳島市,加茂名町,蔵本,14,１Ｋ,10,,,,昭和59年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2013年第２四半期,未改装,,5.977723605288848
36021570,中古マンション等,,36201,徳島県,徳島市,南末広町,徳島,30分?60分,３ＬＤＫ,80,,,,昭和59年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第１四半期,未改装,,6.903089986991944
36000863,中古マンション等,,36201,徳島県,徳島市,北沖洲,徳島,30分?60分,３ＬＤＫ,70,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2015年第１四半期,未改装,,6.913813852383717
36015750,中古マンション等,,36201,徳島県,徳島市,助任橋,徳島,28,３ＬＤＫ,75,,,,平成4年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第４四半期,改装済,,6.968482948553935
36000356,中古マンション等,,36201,徳島県,徳島市,沖浜東,二軒屋,18,２ＬＤＫ,60,,,,平成15年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第１四半期,未改装,,7.079181246047625
36002212,中古マンション等,,36201,徳島県,徳島市,西新浜町,文化の森,28,４ＬＤＫ,80,,,,平成13年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第４四半期,未改装,,7.0
36011725,中古マンション等,,36201,徳島県,徳島市,佐古六番町,佐古,18,３ＬＤＫ,75,,,,平成14年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第２四半期,未改装,,7.176091259055681
36001898,中古マンション等,,36201,徳島県,徳島市,住吉,徳島,21,３ＬＤＫ,105,,,,平成19年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第１四半期,未改装,,7.518513939877887
36011840,中古マンション等,,36201,徳島県,徳島市,末広,徳島,30分?60分,３ＬＤＫ,65,,,,平成16年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第２四半期,未改装,,7.113943352306837
36017540,中古マンション等,,36201,徳島県,徳島市,二軒屋町,二軒屋,5,１ＬＤＫ,30,,,,昭和61年,鉄骨造,住宅,,,,,商業地域,80.0,400.0,2013年第３四半期,未改装,,6.544068044350276
36019421,中古マンション等,,36201,徳島県,徳島市,南矢三町,蔵本,9,３ＬＤＫ,60,,,,昭和62年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第３四半期,改装済,,6.826074802700826
