ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
4002163,中古マンション等,,4101,宮城県,仙台市青葉区,木町通,北四番丁,9,２ＬＤＫ,50,,,,昭和57年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第３四半期,改装済,,7.041392685158225
4030763,中古マンション等,,4102,宮城県,仙台市宮城野区,萩野町,宮城野原,18,３ＬＤＫ,60,,,,昭和50年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2008年第２四半期,未改装,,6.5910646070264995
4041070,中古マンション等,,4104,宮城県,仙台市太白区,長町南,長町南,4,４ＬＤＫ,80,,,,平成17年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第３四半期,未改装,,7.477121254719663
4044702,中古マンション等,,4103,宮城県,仙台市若林区,古城,河原町(宮城),14,３ＬＤＫ,70,,,,平成13年,ＳＲＣ,住宅,,,,,工業地域,60.0,200.0,2009年第４四半期,未改装,,7.113943352306837
4015168,中古マンション等,,4101,宮城県,仙台市青葉区,北根,台原,9,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2011年第１四半期,改装済,,6.4623979978989565
4000654,中古マンション等,,4101,宮城県,仙台市青葉区,五橋,五橋,6,１Ｋ,20,,,,昭和60年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第２四半期,未改装,,6.633468455579586
4004893,中古マンション等,,4101,宮城県,仙台市青葉区,本町,勾当台公園,8,３ＬＤＫ,70,,,,平成29年,ＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2018年第４四半期,,,7.681241237375588
4014259,中古マンション等,,4104,宮城県,仙台市太白区,八木山香澄町,愛宕橋,25,４ＬＤＫ,90,,,,平成3年,ＳＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2015年第２四半期,未改装,,7.146128035678238
4018066,中古マンション等,,4101,宮城県,仙台市青葉区,木町通,北四番丁,8,２ＤＫ,55,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第１四半期,未改装,,6.959041392321094
4039101,中古マンション等,,4102,宮城県,仙台市宮城野区,燕沢,東仙台,15,３ＬＤＫ,65,,,,平成9年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2009年第２四半期,改装済,,6.991226075692495
4045983,中古マンション等,,4105,宮城県,仙台市泉区,桂,泉中央,30分?60分,３ＬＤＫ,75,,,,平成12年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2008年第１四半期,未改装,,7.2552725051033065
4040677,中古マンション等,,4102,宮城県,仙台市宮城野区,東仙台,東仙台,7,３ＬＤＫ,60,,,,平成6年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2009年第３四半期,改装済,,6.812913356642856
4006081,中古マンション等,,4102,宮城県,仙台市宮城野区,栄,中野栄,8,４ＬＤＫ,75,,,,平成2年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第３四半期,未改装,,7.204119982655925
4037335,中古マンション等,,4104,宮城県,仙台市太白区,西中田,南仙台,16,３ＬＤＫ,80,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第４四半期,未改装,調停・競売等,7.079181246047625
4002593,中古マンション等,,4101,宮城県,仙台市青葉区,国分町,勾当台公園,5,２ＬＤＫ,60,,,,平成15年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2017年第１四半期,未改装,,7.3979400086720375
4006479,中古マンション等,,4102,宮城県,仙台市宮城野区,榴ケ岡,榴ケ岡,3,３ＬＤＫ,80,,,,平成23年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第１四半期,未改装,,7.57978359661681
4005994,中古マンション等,,4102,宮城県,仙台市宮城野区,幸町,東照宮,18,３ＬＤＫ,60,,,,昭和64年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2017年第１四半期,未改装,,6.8750612633917
4040432,中古マンション等,,4104,宮城県,仙台市太白区,長町,長町一丁目,8,１Ｋ,25,,,,平成3年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第４四半期,未改装,,6.477121254719663
4010584,中古マンション等,,4104,宮城県,仙台市太白区,鹿野,長町南,10,２ＬＤＫ,55,,,,平成10年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第３四半期,改装済,,7.3222192947339195
4039394,中古マンション等,,4104,宮城県,仙台市太白区,茂庭台,仙台,2H?,２ＬＤＫ,80,,,,,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2011年第２四半期,改装済,,6.653212513775344
4054123,中古マンション等,,4105,宮城県,仙台市泉区,八乙女中央,八乙女,3,３ＬＤＫ,80,,,,平成22年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第２四半期,未改装,,7.505149978319906
4002161,中古マンション等,,4101,宮城県,仙台市青葉区,木町通,北四番丁,6,１ＤＫ,10,,,,昭和52年,ＲＣ,住宅,その他,,,,商業地域,80.0,400.0,2017年第３四半期,,,5.3979400086720375
4043479,中古マンション等,,4104,宮城県,仙台市太白区,茂庭台,仙台,2H?,２ＬＤＫ,80,,,,平成5年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,100.0,2012年第２四半期,改装済,,7.0
4003742,中古マンション等,,4101,宮城県,仙台市青葉区,通町,北仙台,8,３ＬＤＫ,85,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2019年第２四半期,未改装,,7.633468455579586
4012638,中古マンション等,,4104,宮城県,仙台市太白区,西中田,南仙台,3,３ＬＤＫ,65,,,,平成3年,ＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2017年第２四半期,未改装,,7.041392685158225
4013069,中古マンション等,,4101,宮城県,仙台市青葉区,大町,広瀬通,13,１ＤＫ,30,,,,昭和58年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2011年第１四半期,未改装,,6.57978359661681
4000672,中古マンション等,,4101,宮城県,仙台市青葉区,五橋,五橋,4,２ＬＤＫ,60,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2018年第１四半期,改装済,,7.301029995663981
4051309,中古マンション等,,4105,宮城県,仙台市泉区,松森,八乙女,23,３ＬＤＫ,65,,,,平成13年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2007年第３四半期,改装済,,7.079181246047625
4004675,中古マンション等,,4101,宮城県,仙台市青葉区,葉山町,北仙台,3,２ＤＫ,50,,,,昭和62年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2015年第４四半期,改装済,,7.079181246047625
4025183,中古マンション等,,4101,宮城県,仙台市青葉区,五橋,五橋,5,３ＬＤＫ,115,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第２四半期,,,7.3222192947339195
4012813,中古マンション等,,4101,宮城県,仙台市青葉区,五橋,仙台,9,２ＬＤＫ,60,,,,平成9年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2011年第４四半期,未改装,,7.3222192947339195
4032014,中古マンション等,,4102,宮城県,仙台市宮城野区,福室,陸前高砂,6,３ＬＤＫ,70,,,,平成5年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第３四半期,改装済,,7.0
4038188,中古マンション等,,4104,宮城県,仙台市太白区,東中田,南仙台,19,３ＬＤＫ,70,,,,平成6年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第４四半期,未改装,,6.919078092376074
4014346,中古マンション等,,4101,宮城県,仙台市青葉区,台原,東照宮,11,３ＬＤＫ,60,,,,平成13年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2010年第３四半期,改装済,,7.146128035678238
4028878,中古マンション等,,4102,宮城県,仙台市宮城野区,新田,東仙台,11,３ＬＤＫ,60,,,,平成6年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第２四半期,未改装,調停・競売等,6.924279286061882
4021782,中古マンション等,,4101,宮城県,仙台市青葉区,堤町,台原,7,２ＬＤＫ,55,,,,平成7年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2007年第２四半期,未改装,調停・競売等,6.748188027006201
4016335,中古マンション等,,4105,宮城県,仙台市泉区,黒松,黒松(宮城),9,３ＬＤＫ,65,,,,平成5年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2018年第２四半期,未改装,,7.176091259055681
4040267,中古マンション等,,4104,宮城県,仙台市太白区,長町,長町,6,２ＤＫ,45,,,,平成4年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第３四半期,改装済,,7.079181246047625
4020727,中古マンション等,,4101,宮城県,仙台市青葉区,台原,台原,,３ＬＤＫ,70,,,,平成15年,ＳＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2007年第１四半期,未改装,,7.342422680822207
4077170,中古マンション等,,4215,宮城県,大崎市,古川李埣,古川,20,３ＬＤＫ,65,,,,平成8年,ＳＲＣ,住宅,,,,,市街化区域及び市街化調整区域外の都市計画区域,70.0,200.0,2006年第３四半期,未改装,,6.903089986991944
4017713,中古マンション等,,4101,宮城県,仙台市青葉区,片平,仙台,20,３ＬＤＫ,75,,,,昭和47年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第４四半期,未改装,,6.838849090737256
4031974,中古マンション等,,4104,宮城県,仙台市太白区,長町,長町南,30分?60分,３ＬＤＫ,70,,,,昭和60年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2014年第１四半期,未改装,,6.944482672150168
4053224,中古マンション等,,4105,宮城県,仙台市泉区,みずほ台,八乙女,9,３ＬＤＫ,70,,,,平成9年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第４四半期,未改装,,7.113943352306837
4001502,中古マンション等,,4101,宮城県,仙台市青葉区,花壇,大町西公園,7,２ＬＤＫ,55,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2017年第４四半期,未改装,,6.919078092376074
4012014,中古マンション等,,4104,宮城県,仙台市太白区,長町,長町,,,15,,,,平成11年,ＲＣ,店舗,店舗,,,,商業地域,80.0,400.0,2015年第３四半期,未改装,,6.0
4004296,中古マンション等,,4101,宮城県,仙台市青葉区,錦ケ丘,愛子,25,３ＬＤＫ,65,,,,平成10年,ＲＣ,住宅,その他,,,,第２種住居地域,60.0,200.0,2017年第２四半期,未改装,,6.991226075692495
4034661,中古マンション等,,4103,宮城県,仙台市若林区,土樋,愛宕橋,1,３ＬＤＫ,75,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2012年第２四半期,未改装,,7.3222192947339195
