ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
43003703,中古マンション等,,43102,熊本県,熊本市東区,長嶺南,水前寺,30分?60分,１Ｋ,25,,,,平成3年,,,住宅,,,,準工業地域,60.0,200.0,2017年第４四半期,改装済,,6.361727836017593
43037123,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,13,１ＬＤＫ,25,,,,平成3年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2012年第４四半期,未改装,,6.505149978319906
43038062,中古マンション等,,43102,熊本県,熊本市東区,健軍本町,新水前寺,30分?60分,３ＬＤＫ,80,,,,平成6年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,150.0,2012年第２四半期,未改装,,7.113943352306837
43030861,中古マンション等,,43103,熊本県,熊本市西区,上熊本,上熊本,4,３ＬＤＫ,75,,,,昭和55年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2011年第２四半期,未改装,,6.778151250383644
43025966,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,5,１ＬＤＫ,35,,,,平成3年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2014年第１四半期,未改装,調停・競売等,6.556302500767288
43054024,中古マンション等,,43101,熊本県,熊本市中央区,坪井,上熊本,30分?60分,３ＬＤＫ,75,,,,昭和64年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第１四半期,未改装,,7.041392685158225
43003553,中古マンション等,,43102,熊本県,熊本市東区,長嶺西,東海学園前,30分?60分,３ＬＤＫ,70,,,,,,,その他,,,,,,,2017年第３四半期,,,7.301029995663981
43026143,中古マンション等,,43101,熊本県,熊本市中央区,萩原町,南熊本,10,３ＬＤＫ,65,,,,平成2年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第２四半期,未改装,,6.812913356642856
43000912,中古マンション等,,43101,熊本県,熊本市中央区,国府,新水前寺,6,３ＬＤＫ,70,,,,平成7年,ＲＣ,,その他,,,,第２種中高層住居専用地域,60.0,200.0,2019年第４四半期,未改装,,7.113943352306837
43006690,中古マンション等,,43104,熊本県,熊本市南区,日吉,西熊本,5,２ＬＤＫ,65,,,,,ＲＣ,,住宅,,,,工業地域,60.0,200.0,2019年第４四半期,,,7.342422680822207
