ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
19001200,中古マンション等,,19201,山梨県,甲府市,里吉,南甲府,15,４ＬＤＫ,80,,,,平成8年,ＲＣ,,住宅,,,,準工業地域,60.0,200.0,2017年第４四半期,未改装,,6.698970004336019
19020930,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,9,２ＤＫ,30,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第３四半期,未改装,,6.361727836017593
19001432,中古マンション等,,19201,山梨県,甲府市,城東,善光寺,5,３ＬＤＫ,65,,,,平成3年,ＲＣ,,住宅,,,,準工業地域,60.0,200.0,2019年第３四半期,未改装,,6.845098040014257
19002209,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,8,３ＬＤＫ,105,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2018年第２四半期,未改装,,7.477121254719663
19001795,中古マンション等,,19201,山梨県,甲府市,中央,甲府,13,２ＬＤＫ,70,,,,平成30年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2018年第４四半期,,,7.477121254719663
19000802,中古マンション等,,19201,山梨県,甲府市,川田町,石和温泉,10,２ＤＫ,40,,,,平成6年,ＲＣ,住宅,住宅,,,,市街化調整区域,70.0,400.0,2017年第３四半期,未改装,,6.845098040014257
19018886,中古マンション等,,19201,山梨県,甲府市,酒折,酒折,2,４ＤＫ,60,,,,平成5年,ＲＣ,住宅,,,,,市街化調整区域,,,2012年第１四半期,未改装,,6.7160033436347994
19001301,中古マンション等,,19201,山梨県,甲府市,下石田,甲府,30分?60分,３ＬＤＫ,70,,,,平成10年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第２四半期,未改装,,7.0
19025865,中古マンション等,,19201,山梨県,甲府市,川田町,石和温泉,9,２ＬＤＫ,50,,,,平成6年,ＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2008年第２四半期,未改装,,6.653212513775344
19025875,中古マンション等,,19201,山梨県,甲府市,北口,甲府,4,１Ｋ,25,,,,昭和61年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2007年第２四半期,未改装,,6.544068044350276
19011829,中古マンション等,,19201,山梨県,甲府市,大里町,国母,26,２ＬＤＫ,65,,,,平成6年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2014年第２四半期,改装済,,7.2552725051033065
19020676,中古マンション等,,19201,山梨県,甲府市,善光寺,善光寺,8,１Ｒ,15,,,,平成3年,鉄骨造,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第３四半期,未改装,,6.041392685158225
19000998,中古マンション等,,19201,山梨県,甲府市,国母,国母,5,３ＬＤＫ,80,,,,平成12年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2018年第２四半期,改装済,,7.278753600952829
19013932,中古マンション等,,19201,山梨県,甲府市,善光寺,善光寺,8,１Ｒ,15,,,,平成3年,鉄骨造,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2011年第３四半期,未改装,,5.698970004336019
19012894,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,9,３ＬＤＫ,100,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2010年第２四半期,改装済,,7.491361693834273
19012914,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,11,３ＬＤＫ,70,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第１四半期,未改装,,7.230448921378274
19022749,中古マンション等,,19201,山梨県,甲府市,国母,甲府,30分?60分,３ＬＤＫ,75,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第２四半期,未改装,,7.041392685158225
19012058,中古マンション等,,19201,山梨県,甲府市,朝日,甲府,8,１Ｋ,15,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第３四半期,改装済,,5.954242509439325
19012909,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,11,３ＬＤＫ,75,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第１四半期,未改装,,7.3222192947339195
19013467,中古マンション等,,19201,山梨県,甲府市,川田町,石和温泉,10,２ＤＫ,50,,,,平成6年,ＲＣ,住宅,,,,,,,,2011年第４四半期,未改装,,6.662757831681574
19025870,中古マンション等,,19201,山梨県,甲府市,川田町,石和温泉,10,１ＬＤＫ,35,,,,平成6年,ＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2007年第４四半期,未改装,,6.8512583487190755
19025703,中古マンション等,,19201,山梨県,甲府市,朝日,甲府,6,１Ｋ,15,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2007年第４四半期,未改装,,6.342422680822207
19020617,中古マンション等,,19201,山梨県,甲府市,城東,善光寺,5,２ＤＫ,40,,,,平成3年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第３四半期,未改装,,6.763427993562937
19018832,中古マンション等,,19201,山梨県,甲府市,貢川本町,甲府,30分?60分,２ＬＤＫ,75,,,,平成16年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第３四半期,改装済,,7.146128035678238
19012884,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,10,３ＬＤＫ,70,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第２四半期,,,7.301029995663981
19012911,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,10,３ＬＤＫ,75,,,,昭和21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第１四半期,未改装,,7.342422680822207
19025863,中古マンション等,,19201,山梨県,甲府市,川田町,石和温泉,9,１ＤＫ,25,,,,平成6年,ＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2008年第３四半期,未改装,,6.568201724066995
19001843,中古マンション等,,19201,山梨県,甲府市,中央,甲府,16,２ＬＤＫ,40,,,,平成5年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2016年第４四半期,未改装,,6.7923916894982534
19012445,中古マンション等,,19201,山梨県,甲府市,若松町,甲府,21,２ＬＤＫ,65,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第２四半期,未改装,,7.3222192947339195
19023340,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,11,３ＬＤＫ,70,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第４四半期,未改装,,7.278753600952829
19001945,中古マンション等,,19201,山梨県,甲府市,徳行,甲府,30分?60分,４ＬＤＫ,80,,,,平成20年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第３四半期,未改装,,7.342422680822207
19023011,中古マンション等,,19201,山梨県,甲府市,下石田,甲府,30分?60分,４ＬＤＫ,80,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第４四半期,未改装,調停・競売等,6.973127853599698
19002219,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,4,３ＬＤＫ,75,,,,平成19年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2017年第３四半期,未改装,,7.491361693834273
19001971,中古マンション等,,19201,山梨県,甲府市,富竹,甲府,30分?60分,３ＬＤＫ,70,,,,平成19年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2018年第２四半期,未改装,,7.2552725051033065
19001604,中古マンション等,,19201,山梨県,甲府市,善光寺,善光寺,8,１Ｋ,15,,,,平成3年,鉄骨造,住宅,その他,,,,第１種中高層住居専用地域,60.0,200.0,2016年第１四半期,未改装,,5.812913356642856
19002193,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,8,３ＬＤＫ,90,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2019年第３四半期,改装済,,7.556302500767288
19026035,中古マンション等,,19201,山梨県,甲府市,城東,金手,9,３ＬＤＫ,55,,,,平成5年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第４四半期,未改装,,6.929418925714293
19012152,中古マンション等,,19201,山梨県,甲府市,中央,金手,5,２ＬＤＫ,45,,,,昭和50年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第２四半期,改装済,,6.531478917042255
19000144,中古マンション等,,19201,山梨県,甲府市,朝日,甲府,6,１Ｋ,15,,,,昭和63年,ＳＲＣ,住宅,その他,,,,商業地域,80.0,400.0,2017年第４四半期,未改装,,6.2552725051033065
19023045,中古マンション等,,19201,山梨県,甲府市,城東,甲府,26,２ＬＤＫ,60,,,,平成5年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2009年第２四半期,改装済,,6.919078092376074
19012837,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,8,３ＬＤＫ,70,,,,平成22年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2010年第３四半期,未改装,,7.477121254719663
19022939,中古マンション等,,19201,山梨県,甲府市,酒折,酒折,10,３ＬＤＫ,65,,,,平成5年,ＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2009年第３四半期,未改装,,6.623249290397901
19000152,中古マンション等,,19201,山梨県,甲府市,朝日,甲府,7,１Ｋ,15,,,,昭和63年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第３四半期,未改装,,6.204119982655925
19022982,中古マンション等,,19201,山梨県,甲府市,里吉,南甲府,16,３ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第３四半期,未改装,,7.0
19001930,中古マンション等,,19201,山梨県,甲府市,徳行,甲府,30分?60分,３ＬＤＫ,70,,,,平成19年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2018年第２四半期,未改装,,7.278753600952829
19023343,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,9,１Ｋ,15,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第４四半期,未改装,,6.278753600952829
