ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
38038653,中古マンション等,,38201,愛媛県,松山市,鷹子町,鷹ノ子,9,３ＬＤＫ,70,,,,平成13年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第３四半期,未改装,,7.176091259055681
38011513,中古マンション等,,38206,愛媛県,西条市,大町,伊予西条,12,２ＬＤＫ,70,,,,平成26年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第３四半期,,,7.361727836017593
38036496,中古マンション等,,38205,愛媛県,新居浜市,泉宮町,新居浜,30分?60分,１ＤＫ,25,,,,平成4年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第３四半期,改装済,,6.544068044350276
38021140,中古マンション等,,38201,愛媛県,松山市,味酒町,大手町(愛媛),2,１Ｋ,20,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2010年第２四半期,未改装,,6.230448921378274
38002615,中古マンション等,,38201,愛媛県,松山市,竹原,土橋(愛媛),10,４ＬＤＫ,85,,,,昭和53年,ＳＲＣ,,,,,,近隣商業地域,80.0,200.0,2019年第１四半期,,,6.944482672150168
38001926,中古マンション等,,38201,愛媛県,松山市,桑原,福音寺,15,４ＬＤＫ,75,,,,平成3年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2016年第４四半期,,,7.0
38004861,中古マンション等,,38201,愛媛県,松山市,味酒町,大手町(愛媛),2,１Ｒ,20,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2019年第３四半期,未改装,,6.176091259055681
38039577,中古マンション等,,38201,愛媛県,松山市,山越,本町６丁目,14,３ＬＤＫ,65,,,,平成3年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第２四半期,未改装,,7.113943352306837
38000142,中古マンション等,,38201,愛媛県,松山市,天山,福音寺,10,１Ｋ,20,,,,平成2年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2017年第１四半期,未改装,,6.301029995663981
38035179,中古マンション等,,38201,愛媛県,松山市,土居田町,土居田,4,４ＬＤＫ,80,,,,昭和63年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第４四半期,未改装,,7.041392685158225
38021891,中古マンション等,,38201,愛媛県,松山市,大手町,大手町(愛媛),,１Ｋ,20,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2011年第２四半期,未改装,,6.531478917042255
38005356,中古マンション等,,38201,愛媛県,松山市,南町,南町,3,３ＬＤＫ,75,,,,平成4年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2015年第４四半期,改装済,,7.278753600952829
38019126,中古マンション等,,38201,愛媛県,松山市,土居田町,土居田,4,３ＬＤＫ,70,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第２四半期,未改装,,6.845098040014257
38006991,中古マンション等,,38202,愛媛県,今治市,北日吉町,今治,10,３ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第３四半期,未改装,,7.113943352306837
38000645,中古マンション等,,38201,愛媛県,松山市,岩崎町,道後公園,2,３ＬＤＫ,75,,,,平成7年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2016年第４四半期,改装済,,7.230448921378274
38002477,中古マンション等,,38201,愛媛県,松山市,高砂町,本町５丁目,5,３ＬＤＫ,65,,,,平成12年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第２四半期,未改装,,7.146128035678238
38018580,中古マンション等,,38201,愛媛県,松山市,天山,いよ立花,9,２ＬＤＫ,60,,,,平成18年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2014年第１四半期,未改装,,7.176091259055681
38028227,中古マンション等,,38201,愛媛県,松山市,鷹子町,久米,3,３ＬＤＫ,65,,,,平成6年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第３四半期,改装済,,7.113943352306837
38028500,中古マンション等,,38201,愛媛県,松山市,永木町,勝山町,11,３ＬＤＫ,80,,,,昭和60年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第４四半期,改装済,,7.113943352306837
38002067,中古マンション等,,38201,愛媛県,松山市,三番町,大街道,8,２ＤＫ,40,,,,昭和61年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第２四半期,未改装,,6.7923916894982534
38027574,中古マンション等,,38201,愛媛県,松山市,岩崎町,道後公園,3,３ＬＤＫ,60,,,,平成7年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2012年第４四半期,未改装,,7.146128035678238
38018817,中古マンション等,,38201,愛媛県,松山市,北吉田町,山西,30分?60分,３ＬＤＫ,55,,,,,ＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2014年第４四半期,未改装,,6.740362689494244
38031764,中古マンション等,,38201,愛媛県,松山市,溝辺町,道後温泉,25,３ＬＤＫ,65,,,,昭和49年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2013年第２四半期,未改装,,6.672097857935717
38030356,中古マンション等,,38205,愛媛県,新居浜市,萩生,新居浜,30分?60分,２ＬＤＫ,60,,,,平成23年,ＲＣ,住宅,,,,,準住居地域,60.0,200.0,2012年第１四半期,未改装,,7.278753600952829
38023112,中古マンション等,,38201,愛媛県,松山市,道後湯之町,道後温泉,3,１Ｋ,20,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第２四半期,未改装,,6.0
38028615,中古マンション等,,38201,愛媛県,松山市,二番町,県庁前(愛媛),5,１ＬＤＫ,30,,,,平成18年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第２四半期,未改装,,7.079181246047625
38028880,中古マンション等,,38201,愛媛県,松山市,藤原,土橋(愛媛),5,３ＬＤＫ,95,,,,平成22年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第２四半期,未改装,,7.447158031342219
38038523,中古マンション等,,38201,愛媛県,松山市,三番町,松山市,5,２ＤＫ,40,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第４四半期,未改装,,6.7558748556724915
38038675,中古マンション等,,38201,愛媛県,松山市,竹原,土居田,,２ＬＤＫ,65,,,,平成8年,ＳＲＣ,住宅,,,,,,,,2008年第１四半期,未改装,,7.079181246047625
38023859,中古マンション等,,38205,愛媛県,新居浜市,徳常町,新居浜,30分?60分,３ＤＫ,55,,,,平成4年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第３四半期,未改装,,6.799340549453582
38019628,中古マンション等,,38201,愛媛県,松山市,祝谷,南町,25,２ＬＤＫ,100,,,,平成4年,ＳＲＣ,住宅,,,,,市街化調整区域,,,2010年第３四半期,未改装,,7.230448921378274
38041045,中古マンション等,,38205,愛媛県,新居浜市,中須賀町,新居浜,30分?60分,３ＬＤＫ,70,,,,平成4年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第２四半期,改装済,,7.041392685158225
38029127,中古マンション等,,38201,愛媛県,松山市,緑町,鉄砲町,5,１Ｋ,20,,,,昭和61年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第２四半期,改装済,,6.431363764158987
38000254,中古マンション等,,38201,愛媛県,松山市,居相,福音寺,30分?60分,４ＬＤＫ,85,,,,平成19年,ＲＣ,住宅,住宅,,,,第１種住居地域,,,2015年第２四半期,改装済,,7.278753600952829
