ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
37014257,中古マンション等,,37201,香川県,高松市,楠上町,栗林,3,３ＬＤＫ,75,,,,平成9年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2010年第１四半期,未改装,,7.041392685158225
37002475,中古マンション等,,37201,香川県,高松市,桜町,栗林公園,6,３ＬＤＫ,75,,,,平成11年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2015年第２四半期,未改装,,7.176091259055681
37015374,中古マンション等,,37201,香川県,高松市,宮脇町,栗林公園北口,13,３ＬＤＫ,80,,,,昭和64年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第２四半期,改装済,,6.991226075692495
37001343,中古マンション等,,37201,香川県,高松市,観光町,花園(高松),4,３ＬＤＫ,75,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2018年第１四半期,未改装,,6.924279286061882
37019922,中古マンション等,,37201,香川県,高松市,西宝町,昭和町(香川),6,３ＬＤＫ,55,,,,昭和49年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第２四半期,改装済,,6.799340549453582
37022682,中古マンション等,,37201,香川県,高松市,伏石町,三条(高松),20,３ＬＤＫ,65,,,,平成16年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第１四半期,未改装,,7.113943352306837
37021747,中古マンション等,,37201,香川県,高松市,観光町,花園(高松),5,３ＬＤＫ,65,,,,昭和63年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第１四半期,未改装,,6.819543935541868
37000266,中古マンション等,,37201,香川県,高松市,今里町,三条(高松),12,３ＬＤＫ,70,,,,平成16年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2017年第４四半期,未改装,,7.2552725051033065
37025287,中古マンション等,,37202,香川県,丸亀市,西平山町,丸亀,7,１Ｋ,25,,,,昭和61年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第２四半期,未改装,,5.929418925714293
37000603,中古マンション等,,37201,香川県,高松市,太田下町,太田(高松),20,４ＬＤＫ,105,,,,平成16年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第１四半期,未改装,,7.3979400086720375
37027665,中古マンション等,,37201,香川県,高松市,松福町,片原町(高松),11,２ＤＫ,40,,,,平成3年,ＳＲＣ,住宅,,,,,工業地域,60.0,200.0,2008年第２四半期,未改装,,6.845098040014257
37027135,中古マンション等,,37201,香川県,高松市,大工町,片原町(高松),2,１Ｋ,15,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2008年第２四半期,未改装,,6.301029995663981
37027488,中古マンション等,,37201,香川県,高松市,番町,高松(香川),11,３ＬＤＫ,95,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第１四半期,未改装,,7.447158031342219
37003021,中古マンション等,,37201,香川県,高松市,高松町,屋島,4,３ＬＤＫ,70,,,,平成3年,ＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2018年第１四半期,未改装,,6.819543935541868
