ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
34056640,中古マンション等,,34108,広島県,広島市佐伯区,五日市中央,五日市,22,３ＬＤＫ,65,,,,,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第３四半期,,,7.146128035678238
34081356,中古マンション等,,34304,広島県,安芸郡海田町,蟹原,海田市,,３ＬＤＫ,60,,,,平成10年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2006年第２四半期,未改装,,7.146128035678238
34055538,中古マンション等,,34207,広島県,福山市,春日町,東福山,30分?60分,３ＬＤＫ,65,,,,,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第３四半期,未改装,,7.176091259055681
34042410,中古マンション等,,34101,広島県,広島市中区,橋本町,広島,15,１Ｋ,20,,,,昭和61年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2012年第２四半期,未改装,,6.380211241711606
34065130,中古マンション等,,34202,広島県,呉市,本通,呉,10,４ＬＤＫ,80,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2009年第４四半期,未改装,,7.431363764158987
34000170,中古マンション等,,34101,広島県,広島市中区,大手町,広島,30分?60分,１Ｋ,25,,,,平成16年,,,その他,,,,商業地域,80.0,500.0,2019年第１四半期,未改装,,7.041392685158225
34004957,中古マンション等,,34104,広島県,広島市西区,南観音,西広島,30分?60分,３ＬＤＫ,80,,,,平成19年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2015年第１四半期,未改装,,7.447158031342219
34015281,中古マンション等,,34204,広島県,三原市,館町,三原,1,３ＬＤＫ,70,,,,平成18年,ＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2019年第３四半期,,,7.3979400086720375
34027908,中古マンション等,,34213,広島県,廿日市市,地御前,宮内串戸,23,３ＬＤＫ,70,,,,昭和63年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2015年第１四半期,未改装,,6.8750612633917
34037239,中古マンション等,,34104,広島県,広島市西区,井口台,新井口,30分?60分,３ＬＤＫ,75,,,,平成5年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2011年第３四半期,未改装,,7.113943352306837
34070684,中古マンション等,,34103,広島県,広島市南区,出汐,広島,30分?60分,４ＬＤＫ,105,,,,平成12年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,400.0,2007年第１四半期,未改装,,7.204119982655925
34009547,中古マンション等,,34107,広島県,広島市安芸区,中野東,安芸中野,5,３ＬＤＫ,75,,,,平成20年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2016年第３四半期,,,7.2552725051033065
34021045,中古マンション等,,34207,広島県,福山市,丸之内,福山,2,４ＬＤＫ,95,,,,平成15年,ＳＲＣ,住宅,,,,,商業地域,,,2016年第２四半期,,,7.6020599913279625
34041311,中古マンション等,,34108,広島県,広島市佐伯区,海老園,五日市,8,３ＬＤＫ,85,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第１四半期,未改装,,7.204119982655925
34021043,中古マンション等,,34207,広島県,福山市,丸之内,福山,23,,70,,,,,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第３四半期,,,7.0
34045897,中古マンション等,,34207,広島県,福山市,御門町,福山,16,２ＬＤＫ,60,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第２四半期,改装済,,7.079181246047625
34051422,中古マンション等,,34103,広島県,広島市南区,大州,広島,23,１Ｋ,15,,,,昭和64年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第１四半期,未改装,,6.342422680822207
34042965,中古マンション等,,34202,広島県,呉市,広白石,広,14,３ＬＤＫ,65,,,,平成11年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第２四半期,未改装,調停・競売等,7.0
34003293,中古マンション等,,34103,広島県,広島市南区,比治山町,段原一丁目,2,１Ｋ,15,,,,平成2年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2015年第１四半期,,,6.57978359661681
34033989,中古マンション等,,34103,広島県,広島市南区,宇品西,広島,30分?60分,３ＬＤＫ,75,,,,平成20年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第２四半期,未改装,,7.556302500767288
34053444,中古マンション等,,34204,広島県,三原市,城町,三原,8,３ＬＤＫ,70,,,,平成21年,ＲＣ,住宅,,,,,工業地域,60.0,200.0,2012年第４四半期,未改装,,7.361727836017593
34000222,中古マンション等,,34101,広島県,広島市中区,加古町,広島,30分?60分,２ＬＤＫ,60,,,,昭和61年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,400.0,2015年第４四半期,,,6.838849090737256
34000241,中古マンション等,,34101,広島県,広島市中区,上幟町,広島,11,１Ｋ,30,,,,平成17年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2019年第３四半期,未改装,,7.079181246047625
34027162,中古マンション等,,34213,広島県,廿日市市,阿品,阿品,4,４ＬＤＫ,90,,,,,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2017年第３四半期,未改装,,7.491361693834273
