ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
44028030,中古マンション等,,44202,大分県,別府市,石垣東,別府大学,16,１Ｋ,15,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第４四半期,改装済,,6.544068044350276
44029938,中古マンション等,,44201,大分県,大分市,敷戸新町,敷戸,7,３ＬＤＫ,70,,,,平成4年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第２四半期,改装済,,6.954242509439325
44006044,中古マンション等,,44202,大分県,別府市,内竈,亀川,3,４ＬＤＫ,75,,,,平成3年,,住宅,住宅,,,,商業地域,80.0,400.0,2018年第４四半期,未改装,,6.919078092376074
44031171,中古マンション等,,44202,大分県,別府市,新港町,別府(大分),30分?60分,３ＬＤＫ,85,,,,平成4年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第３四半期,未改装,,7.041392685158225
44003768,中古マンション等,,44201,大分県,大分市,西鶴崎,鶴崎,6,２ＤＫ,30,,,,,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第４四半期,改装済,,6.477121254719663
44029458,中古マンション等,,44201,大分県,大分市,大手町,大分,18,,70,,,,昭和49年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2013年第２四半期,未改装,,6.301029995663981
44004113,中古マンション等,,44201,大分県,大分市,大字羽屋,古国府,14,,70,,,,昭和64年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第４四半期,改装済,,7.079181246047625
44031186,中古マンション等,,44202,大分県,別府市,鶴見,別府(大分),30分?60分,３ＬＤＫ,65,,,,昭和63年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第４四半期,未改装,,6.845098040014257
44020121,中古マンション等,,44202,大分県,別府市,,別府(大分),13,２ＬＤＫ,70,,,,平成8年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第３四半期,未改装,,7.041392685158225
44000840,中古マンション等,,44201,大分県,大分市,大道町,大分,16,２ＬＤＫ,60,,,,平成4年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第１四半期,未改装,,7.079181246047625
44003874,中古マンション等,,44201,大分県,大分市,萩原,牧(大分),13,２Ｋ,30,,,,昭和62年,ＲＣ,住宅,その他,,,,準工業地域,60.0,200.0,2016年第４四半期,未改装,,6.0
44037177,中古マンション等,,44201,大分県,大分市,大字横尾,敷戸,1H?1H30,４ＬＤＫ,100,,,,平成18年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2007年第４四半期,改装済,,7.301029995663981
44005018,中古マンション等,,44201,大分県,大分市,大字皆春,鶴崎,16,,50,,,,平成2年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2017年第４四半期,未改装,,6.568201724066995
44000418,中古マンション等,,44201,大分県,大分市,上野丘,大分,14,４ＤＫ,70,,,,昭和63年,ＲＣ,,住宅,,,,,,,2019年第１四半期,未改装,,6.748188027006201
44007005,中古マンション等,,44202,大分県,別府市,平田町,亀川,25,４ＬＤＫ,75,,,,,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2017年第２四半期,未改装,,7.041392685158225
44001947,中古マンション等,,44201,大分県,大分市,大字佐野,大在,30分?60分,１Ｋ,20,,,,平成3年,,住宅,,,,,工業地域,60.0,200.0,2018年第３四半期,改装済,,6.176091259055681
44030519,中古マンション等,,44201,大分県,大分市,西新地,牧(大分),30分?60分,３ＬＤＫ,80,,,,昭和60年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第３四半期,未改装,,6.812913356642856
44004131,中古マンション等,,44201,大分県,大分市,大字羽屋,古国府,11,オープンフロア,310,,,,平成3年,ＲＣ,その他,,,,,第２種中高層住居専用地域,60.0,200.0,2015年第１四半期,改装済,,7.57978359661681
44027372,中古マンション等,,44201,大分県,大分市,城崎町,大分,19,１ＬＤＫ,40,,,,平成4年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第１四半期,改装済,,6.477121254719663
44019321,中古マンション等,,44201,大分県,大分市,長浜町,大分,18,２Ｋ,30,,,,平成2年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第３四半期,未改装,,6.698970004336019
44018081,中古マンション等,,44201,大分県,大分市,大字片島,滝尾,20,４ＬＤＫ,70,,,,平成9年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2014年第１四半期,改装済,,7.041392685158225
